#,,,,,"generated_by='OpenQuake engine 3.23.0', start_date='2025-04-07T12:19:27', checksum=1985872743, investigation_time=50.0, mag_bin_edges=[4.75, 5.0, 5.25, 5.5, 5.75, 6.0, 6.25, 6.5, 6.75, 7.0, 7.25], dist_bin_edges=[0.0, 5.0, 10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0], lon_bin_edges=[12.791458131336514, 14.008341868663488], lat_bin_edges=[41.90104, 42.800360000000005], eps_bin_edges=[-3.0, 3.0], tectonic_region_types=['Active Shallow Crust'], lon=13.3999, lat=42.3507, weights=[1.0], rlz_ids=[0]"
imt,iml,poe,mag,dist,rlz0
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,1.75000E+01,2.39747E-05
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.62500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,7.50000E+00,1.07945E-03
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,1.25000E+01,2.30934E-04
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,1.75000E+01,4.87590E-05
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,2.25000E+01,7.27920E-06
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,5.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,7.50000E+00,1.29140E-03
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,1.25000E+01,4.77956E-04
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,1.75000E+01,1.57708E-04
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,2.25000E+01,6.66668E-05
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,2.75000E+01,1.50879E-05
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,3.25000E+01,1.02373E-06
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,2.50000E+00,3.06418E-04
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,7.50000E+00,1.45001E-03
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,1.25000E+01,9.16118E-04
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,1.75000E+01,2.79237E-04
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,2.25000E+01,1.62617E-04
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,2.75000E+01,1.89103E-05
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,3.25000E+01,1.22082E-05
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,3.75000E+01,5.18166E-07
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.37500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,2.50000E+00,2.19876E-04
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,7.50000E+00,4.90539E-04
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,1.25000E+01,2.22188E-04
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,1.75000E+01,1.45062E-04
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,2.25000E+01,6.13048E-05
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,2.75000E+01,1.75998E-05
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,3.25000E+01,5.24108E-06
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,3.75000E+01,8.62589E-07
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,4.25000E+01,1.34736E-09
SA(0.3),1.49501E+00,1.00000E-02,6.62500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,2.50000E+00,2.66137E-04
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,7.50000E+00,3.32681E-04
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,1.25000E+01,1.71674E-04
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,1.75000E+01,1.50915E-04
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,2.25000E+01,4.58113E-05
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,2.75000E+01,1.36239E-05
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,3.25000E+01,4.77343E-06
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,3.75000E+01,1.80807E-06
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,4.25000E+01,8.65296E-08
SA(0.3),1.49501E+00,1.00000E-02,6.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,7.50000E+00,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,1.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.49501E+00,1.00000E-02,7.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,7.50000E+00,1.45198E-04
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,1.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,4.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,7.50000E+00,3.12912E-04
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,1.25000E+01,3.04734E-05
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,7.50000E+00,1.42836E-03
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,1.25000E+01,1.12673E-04
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,1.75000E+01,5.69366E-05
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.37500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,7.50000E+00,1.53072E-03
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,1.25000E+01,1.78726E-04
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,1.75000E+01,1.38884E-04
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,2.25000E+01,4.64045E-06
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.62500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,7.50000E+00,1.97618E-03
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,1.25000E+01,6.15211E-04
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,1.75000E+01,1.76232E-04
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,2.25000E+01,7.50685E-05
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,2.75000E+01,2.78007E-05
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,5.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,7.50000E+00,2.05456E-03
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,1.25000E+01,1.02176E-03
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,1.75000E+01,4.11496E-04
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,2.25000E+01,2.28209E-04
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,2.75000E+01,6.77626E-05
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,3.25000E+01,5.19690E-05
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,3.75000E+01,3.29484E-06
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,6.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,2.50000E+00,4.64824E-04
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,7.50000E+00,2.22827E-03
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,1.25000E+01,1.78068E-03
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,1.75000E+01,6.38005E-04
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,2.25000E+01,4.67724E-04
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,2.75000E+01,8.04893E-05
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,3.25000E+01,7.62602E-05
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,3.75000E+01,2.30382E-05
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,4.25000E+01,7.85019E-06
SA(0.3),1.15867E+00,1.98000E-02,6.37500E+00,4.75000E+01,1.87338E-07
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,2.50000E+00,3.20455E-04
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,7.50000E+00,7.64506E-04
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,1.25000E+01,4.03908E-04
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,1.75000E+01,2.90870E-04
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,2.25000E+01,1.49898E-04
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,2.75000E+01,5.69878E-05
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,3.25000E+01,2.18617E-05
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,3.75000E+01,9.12476E-06
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,4.25000E+01,3.38903E-06
SA(0.3),1.15867E+00,1.98000E-02,6.62500E+00,4.75000E+01,1.73643E-06
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,2.50000E+00,3.89393E-04
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,7.50000E+00,5.15130E-04
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,1.25000E+01,2.92495E-04
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,1.75000E+01,2.72714E-04
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,2.25000E+01,1.07674E-04
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,2.75000E+01,3.88954E-05
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,3.25000E+01,1.76148E-05
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,3.75000E+01,9.54837E-06
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,4.25000E+01,3.73703E-06
SA(0.3),1.15867E+00,1.98000E-02,6.87500E+00,4.75000E+01,1.22785E-06
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,7.50000E+00,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,1.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15867E+00,1.98000E-02,7.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,7.50000E+00,1.48675E-04
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,1.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,4.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,7.50000E+00,3.18356E-04
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,1.25000E+01,3.17708E-05
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,7.50000E+00,1.44867E-03
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,1.25000E+01,1.15226E-04
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,1.75000E+01,5.92884E-05
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.37500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,7.50000E+00,1.54734E-03
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,1.25000E+01,1.81992E-04
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,1.75000E+01,1.41789E-04
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,2.25000E+01,5.13063E-06
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.62500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,7.50000E+00,1.99268E-03
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,1.25000E+01,6.23690E-04
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,1.75000E+01,1.79289E-04
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,2.25000E+01,7.68197E-05
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,2.75000E+01,2.88080E-05
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,5.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,7.50000E+00,2.06741E-03
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,1.25000E+01,1.03262E-03
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,1.75000E+01,4.17051E-04
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,2.25000E+01,2.32043E-04
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,2.75000E+01,6.90643E-05
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,3.25000E+01,5.34372E-05
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,3.75000E+01,3.58232E-06
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,6.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,2.50000E+00,4.67392E-04
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,7.50000E+00,2.24109E-03
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,1.25000E+01,1.79716E-03
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,1.75000E+01,6.45446E-04
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,2.25000E+01,4.74640E-04
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,2.75000E+01,8.20016E-05
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,3.25000E+01,7.78854E-05
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,3.75000E+01,2.37524E-05
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,4.25000E+01,8.33346E-06
SA(0.3),1.15410E+00,2.00000E-02,6.37500E+00,4.75000E+01,2.34355E-07
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,2.50000E+00,3.22038E-04
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,7.50000E+00,7.69062E-04
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,1.25000E+01,4.07264E-04
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,1.75000E+01,2.93721E-04
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,2.25000E+01,1.51785E-04
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,2.75000E+01,5.79113E-05
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,3.25000E+01,2.22686E-05
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,3.75000E+01,9.33921E-06
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,4.25000E+01,3.48660E-06
SA(0.3),1.15410E+00,2.00000E-02,6.62500E+00,4.75000E+01,1.83193E-06
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,2.50000E+00,3.91341E-04
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,7.50000E+00,5.18182E-04
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,1.25000E+01,2.94660E-04
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,1.75000E+01,2.74989E-04
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,2.25000E+01,1.08974E-04
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,2.75000E+01,3.94669E-05
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,3.25000E+01,1.79237E-05
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,3.75000E+01,9.74233E-06
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,4.25000E+01,3.83771E-06
SA(0.3),1.15410E+00,2.00000E-02,6.87500E+00,4.75000E+01,1.26710E-06
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,7.50000E+00,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,1.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,1.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,2.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,2.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,3.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),1.15410E+00,2.00000E-02,7.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,2.50000E+00,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,7.50000E+00,8.67391E-04
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,1.25000E+01,1.43310E-04
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,1.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,2.25000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,2.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,3.25000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,3.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,4.25000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,4.87500E+00,4.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,2.50000E+00,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,7.50000E+00,1.34489E-03
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,1.25000E+01,3.30718E-04
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,1.75000E+01,7.59506E-05
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,2.25000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,2.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,3.25000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,3.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,4.25000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.12500E+00,4.75000E+01,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.37500E+00,2.50000E+00,0.00000E+00
SA(0.3),7.83204E-01,4.95000E-02,5.37500E+00,7.50000E+00,4.79416E-03
SA(0.3),7.83204E-01,4.95000E-02,5.37500E+00,1.25000E+01,6.61616E-04
