#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.23.0', start_date='2025-04-07T12:19:27', checksum=1985872743, kind='mean', investigation_time=50.0, imt='SA(0.5)'"
lon,lat,depth,poe-0.0010000,poe-0.0012013,poe-0.0014431,poe-0.0017337,poe-0.0020827,poe-0.0025019,poe-0.0030056,poe-0.0036106,poe-0.0043375,poe-0.0052107,poe-0.0062596,poe-0.0075198,poe-0.0090336,poe-0.0108521,poe-0.0130367,poe-0.0156611,poe-0.0188139,poe-0.0226013,poe-0.0271511,poe-0.0326169,poe-0.0391830,poe-0.0470709,poe-0.0565468,poe-0.0679302,poe-0.0816051,poe-0.0980330,poe-0.1177680,poe-0.1414758,poe-0.1699562,poe-0.2041700,poe-0.2452714,poe-0.2946469,poe-0.3539621,poe-0.4252180,poe-0.5108184,poe-0.6136510,poe-0.7371847,poe-0.8855870,poe-1.0638640,poe-1.2780299,poe-1.5353094,poe-1.8443817,poe-2.2156732,poe-2.6617092,poe-3.1975364,poe-3.8412307,poe-4.6145068,poe-5.5434507,poe-6.6593998,poe-8.0000000
13.39990,42.35070,0.00000,9.880925E-01,9.880925E-01,9.880925E-01,9.880863E-01,9.880664E-01,9.880202E-01,9.879236E-01,9.877419E-01,9.874200E-01,9.868801E-01,9.860098E-01,9.846517E-01,9.825806E-01,9.794713E-01,9.748560E-01,9.680658E-01,9.581795E-01,9.439909E-01,9.240358E-01,8.967279E-01,8.606015E-01,8.146638E-01,7.587270E-01,6.936435E-01,6.213051E-01,5.444512E-01,4.664016E-01,3.902659E-01,3.189723E-01,2.545657E-01,1.985100E-01,1.512597E-01,1.127187E-01,8.215320E-02,5.855804E-02,4.077503E-02,2.767965E-02,1.827032E-02,1.168541E-02,7.213521E-03,4.259513E-03,2.401211E-03,1.274272E-03,6.328669E-04,2.881926E-04,1.167896E-04,4.018065E-05,8.860661E-06,2.493773E-07,0.000000E+00
